schema,cell_id,scale,selection_replicate,duty_id,trip_count,instance_file_sha256,duty_ordered_trip_sequence_sha256,known_partition_continuously_feasible,known_partition_in_primary_expanded_space,fixed_sequence_pricing_certified,first_feasible_soc_step,first_feasible_block_min,nonrepresentability_reason,grid_outcome_count,v1_parity_verified,trip_identity_schema
evsp-dr-scale-ladder-duty-membership-summary-v2,k20_s3,20,3,13410,15,1f3a770cc9463d238be8851f0fb8bdff57c5a87ae9d1799a32a0047ba6e595a2,69df504180bcbcb9d928f42e91f3b2c752b6a6fe7469f149961b907b6a6514ce,True,False,False,,,no fixed-duty transition 224->253;adaptive_sensitivity_not_run_scale_gt5,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k20_s3,20,3,13413,15,1f3a770cc9463d238be8851f0fb8bdff57c5a87ae9d1799a32a0047ba6e595a2,475dc16737406cb49efbc199851c630d344fdf797b99e84b6d7c777a0c0e72d5,True,False,False,,,no fixed-duty transition 201->229;adaptive_sensitivity_not_run_scale_gt5,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k30_s1,30,1,13303,54,7d3bb9931a3572b992ae42e8d88a47268d169721a66b483fdcb7aac322531773,e6d0520fc61bfd5eb67c85ad1a19636d4f3058b0a4ed433965de31707ab3d27c,True,False,False,,,no fixed-duty transition 195->204;adaptive_sensitivity_not_run_scale_gt5,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k30_s1,30,1,13304,37,7d3bb9931a3572b992ae42e8d88a47268d169721a66b483fdcb7aac322531773,eb3931d1e3fa96f1ca4a74b832443b86ea33e4523a946f4715a8778bf6c6217c,True,False,False,,,no fixed-duty transition 618->621;adaptive_sensitivity_not_run_scale_gt5,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k30_s1,30,1,13305,30,7d3bb9931a3572b992ae42e8d88a47268d169721a66b483fdcb7aac322531773,74dff6b15bcaf2d172bb850a62f131480ca1bf559c1607eb76e12ac18d82899b,True,False,False,,,no fixed-duty transition 207->231;adaptive_sensitivity_not_run_scale_gt5,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k30_s1,30,1,13306,30,7d3bb9931a3572b992ae42e8d88a47268d169721a66b483fdcb7aac322531773,5d3fbd1bf00c639d98bc0194e24f6166a31ad823fb44602e8ba407669ab2d2d2,True,False,False,,,no fixed-duty transition 188->206;adaptive_sensitivity_not_run_scale_gt5,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k30_s1,30,1,13308,31,7d3bb9931a3572b992ae42e8d88a47268d169721a66b483fdcb7aac322531773,55031c14f155caac397b180cb979a90d51d47f4d5cab4068d875b7b3a0815fbc,True,False,False,,,no fixed-duty transition 550->570;adaptive_sensitivity_not_run_scale_gt5,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k30_s1,30,1,13309,22,7d3bb9931a3572b992ae42e8d88a47268d169721a66b483fdcb7aac322531773,d1d03c5f788c10f4a8d78a5647fd277f90a3594006fbe250eca27867565655a4,True,True,True,15.0,10,,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k30_s1,30,1,13310,24,7d3bb9931a3572b992ae42e8d88a47268d169721a66b483fdcb7aac322531773,dcfe4d18847b249928320cf3a081c134eed6730aed99fa38fc738ff43225c583,True,False,False,,,no fixed-duty transition 272->284;adaptive_sensitivity_not_run_scale_gt5,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k30_s1,30,1,13312,46,7d3bb9931a3572b992ae42e8d88a47268d169721a66b483fdcb7aac322531773,10dc1848d202a33e101f933d2b8079537f5c7b9e1c5d21ec59e78c0d2c743263,True,False,False,,,no fixed-duty transition 264->280;adaptive_sensitivity_not_run_scale_gt5,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k30_s1,30,1,13313,37,7d3bb9931a3572b992ae42e8d88a47268d169721a66b483fdcb7aac322531773,70081a1801675760397f7d8f930f77f0e47842b44f4e5a39444cb289f42f1fb1,True,False,False,,,no fixed-duty transition 279->289;adaptive_sensitivity_not_run_scale_gt5,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k30_s1,30,1,13314,16,7d3bb9931a3572b992ae42e8d88a47268d169721a66b483fdcb7aac322531773,48581e901c871d42412b2f3a3cc1189b831a3f0997a72b01203c9ba6560678b0,True,False,False,,,no fixed-duty transition 485->512;adaptive_sensitivity_not_run_scale_gt5,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k30_s1,30,1,13315,31,7d3bb9931a3572b992ae42e8d88a47268d169721a66b483fdcb7aac322531773,ea62524e437aa09f55fdb5145d553719c277ffd365c2a6c0f6a239cc255dd85a,True,False,False,,,no fixed-duty transition 216->225;adaptive_sensitivity_not_run_scale_gt5,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k30_s1,30,1,13316m,23,7d3bb9931a3572b992ae42e8d88a47268d169721a66b483fdcb7aac322531773,c23ae04b38aa5cfeee1ecbe9ce9a8cfb669889c2390de772481d08b98a6c26fc,True,False,False,,,no fixed-duty transition 476->495;adaptive_sensitivity_not_run_scale_gt5,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k30_s1,30,1,13318,33,7d3bb9931a3572b992ae42e8d88a47268d169721a66b483fdcb7aac322531773,504a5e997600b0a554fbe023a89ac8f3978a8b9c5afce521c8fcec8029b08640,True,False,False,,,no fixed-duty transition 515->537;adaptive_sensitivity_not_run_scale_gt5,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k30_s1,30,1,13319,27,7d3bb9931a3572b992ae42e8d88a47268d169721a66b483fdcb7aac322531773,5e89d69b91afd3b597c1d04f392b386c87ed396e165f8c9e49a452aab006dc2e,True,False,False,,,no fixed-duty transition 599->609;adaptive_sensitivity_not_run_scale_gt5,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k30_s1,30,1,13320,16,7d3bb9931a3572b992ae42e8d88a47268d169721a66b483fdcb7aac322531773,10f2cba613eb52d3698847d9f3226b2ee645739586dcab7b0f581e8854faa372,True,True,True,15.0,10,,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k30_s1,30,1,13322,26,7d3bb9931a3572b992ae42e8d88a47268d169721a66b483fdcb7aac322531773,e4a831817da57ac646d13e696f3928d5934a2fb4d445c13d71177e34c8740675,True,False,False,,,no fixed-duty transition 275->293;adaptive_sensitivity_not_run_scale_gt5,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k30_s1,30,1,13323,8,7d3bb9931a3572b992ae42e8d88a47268d169721a66b483fdcb7aac322531773,6417017ba38dc24b35cbe87c27d8128c938ede3921293c23a72f2ad948e4e09d,True,True,True,15.0,10,,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k30_s1,30,1,13324muw,17,7d3bb9931a3572b992ae42e8d88a47268d169721a66b483fdcb7aac322531773,02319c6cf2e9606848eb26dffbe4f0d08f465b4d710e9a708b04542097733bc5,True,False,False,,,no fixed-duty transition 265->277;adaptive_sensitivity_not_run_scale_gt5,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k30_s1,30,1,13325,42,7d3bb9931a3572b992ae42e8d88a47268d169721a66b483fdcb7aac322531773,727e0559412efe018e12916f4f306f5d8cb96485f2570c39ef520e5ef28adbf0,True,False,False,,,no fixed-duty transition 292->314;adaptive_sensitivity_not_run_scale_gt5,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k30_s1,30,1,13326,21,7d3bb9931a3572b992ae42e8d88a47268d169721a66b483fdcb7aac322531773,0a5ad539fafae8419632af9f0cc2a8c7a0e6909051b34d592303d25f97622ab3,True,False,False,,,no fixed-duty transition 334->351;adaptive_sensitivity_not_run_scale_gt5,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k30_s1,30,1,13401,12,7d3bb9931a3572b992ae42e8d88a47268d169721a66b483fdcb7aac322531773,fb081e5b4f9e108d78f71ff74ea2b759d21de2e49e45cfb5132bab4555eb615e,True,True,True,15.0,10,,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k30_s1,30,1,13402,17,7d3bb9931a3572b992ae42e8d88a47268d169721a66b483fdcb7aac322531773,a2ef21ed819ac58e0609917c779c0994caf18bae110226c8b91f196cd928d912,True,False,False,,,no fixed-duty transition 396->452;adaptive_sensitivity_not_run_scale_gt5,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k30_s1,30,1,13403,14,7d3bb9931a3572b992ae42e8d88a47268d169721a66b483fdcb7aac322531773,4a1b851c743ecb23dfac34686192ea00bce82f719341df599765f48c79296488,True,False,False,,,no fixed-duty transition 434->492;adaptive_sensitivity_not_run_scale_gt5,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k30_s1,30,1,13405,13,7d3bb9931a3572b992ae42e8d88a47268d169721a66b483fdcb7aac322531773,238ede6c93534f42780498e601110ef27dc124ead38464dc96483a89e2050638,True,False,False,,,no fixed-duty transition 223->263;adaptive_sensitivity_not_run_scale_gt5,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k30_s1,30,1,13408,11,7d3bb9931a3572b992ae42e8d88a47268d169721a66b483fdcb7aac322531773,088748acfa33d194fa44e6809e6bf829b4230475cb2988ba9e708ce0bf18a874,True,False,False,,,no fixed-duty transition 249->288;adaptive_sensitivity_not_run_scale_gt5,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k30_s1,30,1,13409,17,7d3bb9931a3572b992ae42e8d88a47268d169721a66b483fdcb7aac322531773,358186f5a23fd98a2776d654e119a1f8c65799300b8b5aeab80377c08a55eb32,True,False,False,,,no fixed-duty transition 258->296;adaptive_sensitivity_not_run_scale_gt5,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k30_s1,30,1,13410,15,7d3bb9931a3572b992ae42e8d88a47268d169721a66b483fdcb7aac322531773,69df504180bcbcb9d928f42e91f3b2c752b6a6fe7469f149961b907b6a6514ce,True,False,False,,,no fixed-duty transition 365->414;adaptive_sensitivity_not_run_scale_gt5,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k30_s1,30,1,13411,14,7d3bb9931a3572b992ae42e8d88a47268d169721a66b483fdcb7aac322531773,2fbf856bd5955eb8ce2bbad32f135400ec9dbc46d755cc471555eccd46aab39b,True,False,False,,,no fixed-duty transition 354->401;adaptive_sensitivity_not_run_scale_gt5,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k30_s1,30,1,13412,15,7d3bb9931a3572b992ae42e8d88a47268d169721a66b483fdcb7aac322531773,5108808dce1a46f649b30388164c5110618d6ffa14ba372b9fbb88e0fc475898,True,True,True,15.0,10,,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k30_s1,30,1,13413,15,7d3bb9931a3572b992ae42e8d88a47268d169721a66b483fdcb7aac322531773,475dc16737406cb49efbc199851c630d344fdf797b99e84b6d7c777a0c0e72d5,True,False,False,,,no fixed-duty transition 330->376;adaptive_sensitivity_not_run_scale_gt5,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k30_s2,30,2,13301,36,acdfe96bd49508fe4f9ffb6138439fa7e0a2ffbd97cb6973179a6b73869a6c67,7987d941cd051a7d32a09d65a210b82201e16d3e98ee40c6b9123449ed4fab1d,True,False,False,,,no fixed-duty transition 401->420;adaptive_sensitivity_not_run_scale_gt5,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k30_s2,30,2,13302,50,acdfe96bd49508fe4f9ffb6138439fa7e0a2ffbd97cb6973179a6b73869a6c67,9af66f188ade30370a63a3983b6727b0e03fae59f0159dd0f1bfe47c9e76c3f1,True,False,False,,,no fixed-duty transition 179->185;adaptive_sensitivity_not_run_scale_gt5,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k30_s2,30,2,13304,37,acdfe96bd49508fe4f9ffb6138439fa7e0a2ffbd97cb6973179a6b73869a6c67,eb3931d1e3fa96f1ca4a74b832443b86ea33e4523a946f4715a8778bf6c6217c,True,False,False,,,no fixed-duty transition 556->563;adaptive_sensitivity_not_run_scale_gt5,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k30_s2,30,2,13306,30,acdfe96bd49508fe4f9ffb6138439fa7e0a2ffbd97cb6973179a6b73869a6c67,5d3fbd1bf00c639d98bc0194e24f6166a31ad823fb44602e8ba407669ab2d2d2,True,False,False,,,no fixed-duty transition 178->190;adaptive_sensitivity_not_run_scale_gt5,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k30_s2,30,2,13307,15,acdfe96bd49508fe4f9ffb6138439fa7e0a2ffbd97cb6973179a6b73869a6c67,88cc8916a79c7e530872d2076ca8636351b6cde70cf104896590df82c959c451,True,True,True,15.0,10,,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k30_s2,30,2,13308,31,acdfe96bd49508fe4f9ffb6138439fa7e0a2ffbd97cb6973179a6b73869a6c67,55031c14f155caac397b180cb979a90d51d47f4d5cab4068d875b7b3a0815fbc,True,False,False,,,no fixed-duty transition 480->503;adaptive_sensitivity_not_run_scale_gt5,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k30_s2,30,2,13309,22,acdfe96bd49508fe4f9ffb6138439fa7e0a2ffbd97cb6973179a6b73869a6c67,d1d03c5f788c10f4a8d78a5647fd277f90a3594006fbe250eca27867565655a4,True,True,True,15.0,10,,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k30_s2,30,2,13310,24,acdfe96bd49508fe4f9ffb6138439fa7e0a2ffbd97cb6973179a6b73869a6c67,dcfe4d18847b249928320cf3a081c134eed6730aed99fa38fc738ff43225c583,True,False,False,,,no fixed-duty transition 238->246;adaptive_sensitivity_not_run_scale_gt5,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k30_s2,30,2,13311,14,acdfe96bd49508fe4f9ffb6138439fa7e0a2ffbd97cb6973179a6b73869a6c67,93eb9b821c357d7c7aa435b98735aa2f7255989c32462fcae9f55cefc97eeb92,True,True,True,15.0,10,,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k30_s2,30,2,13312,46,acdfe96bd49508fe4f9ffb6138439fa7e0a2ffbd97cb6973179a6b73869a6c67,10dc1848d202a33e101f933d2b8079537f5c7b9e1c5d21ec59e78c0d2c743263,True,False,False,,,no fixed-duty transition 231->242;adaptive_sensitivity_not_run_scale_gt5,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k30_s2,30,2,13314,16,acdfe96bd49508fe4f9ffb6138439fa7e0a2ffbd97cb6973179a6b73869a6c67,48581e901c871d42412b2f3a3cc1189b831a3f0997a72b01203c9ba6560678b0,True,False,False,,,no fixed-duty transition 418->438;adaptive_sensitivity_not_run_scale_gt5,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k30_s2,30,2,13316uwt,21,acdfe96bd49508fe4f9ffb6138439fa7e0a2ffbd97cb6973179a6b73869a6c67,4dcd4a0648f081669dcbfb4fe995edb34da35e9d0d3f5fb57b1501dd8cf81b21,True,False,False,,,no fixed-duty transition 406->426;adaptive_sensitivity_not_run_scale_gt5,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k30_s2,30,2,13317,37,acdfe96bd49508fe4f9ffb6138439fa7e0a2ffbd97cb6973179a6b73869a6c67,9227b81028d9e24dade2a5fcc5ec44283e47673ad7ec148dfd961f55d067afbc,True,False,False,,,no fixed-duty transition 228->241;adaptive_sensitivity_not_run_scale_gt5,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k30_s2,30,2,13318,33,acdfe96bd49508fe4f9ffb6138439fa7e0a2ffbd97cb6973179a6b73869a6c67,504a5e997600b0a554fbe023a89ac8f3978a8b9c5afce521c8fcec8029b08640,True,False,False,,,no fixed-duty transition 441->467;adaptive_sensitivity_not_run_scale_gt5,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k30_s2,30,2,13320,16,acdfe96bd49508fe4f9ffb6138439fa7e0a2ffbd97cb6973179a6b73869a6c67,10f2cba613eb52d3698847d9f3226b2ee645739586dcab7b0f581e8854faa372,True,True,True,15.0,10,,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k30_s2,30,2,13321,22,acdfe96bd49508fe4f9ffb6138439fa7e0a2ffbd97cb6973179a6b73869a6c67,46f2362ba94594407c036359b0919a1d82bce7f286982820b31c72ec972d2939,True,False,False,,,no fixed-duty transition 628->634;adaptive_sensitivity_not_run_scale_gt5,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k30_s2,30,2,13323,8,acdfe96bd49508fe4f9ffb6138439fa7e0a2ffbd97cb6973179a6b73869a6c67,6417017ba38dc24b35cbe87c27d8128c938ede3921293c23a72f2ad948e4e09d,True,True,True,15.0,10,,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k30_s2,30,2,13326,21,acdfe96bd49508fe4f9ffb6138439fa7e0a2ffbd97cb6973179a6b73869a6c67,0a5ad539fafae8419632af9f0cc2a8c7a0e6909051b34d592303d25f97622ab3,True,False,False,,,no fixed-duty transition 284->300;adaptive_sensitivity_not_run_scale_gt5,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k30_s2,30,2,13401,12,acdfe96bd49508fe4f9ffb6138439fa7e0a2ffbd97cb6973179a6b73869a6c67,fb081e5b4f9e108d78f71ff74ea2b759d21de2e49e45cfb5132bab4555eb615e,True,True,True,15.0,10,,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k30_s2,30,2,13402,17,acdfe96bd49508fe4f9ffb6138439fa7e0a2ffbd97cb6973179a6b73869a6c67,a2ef21ed819ac58e0609917c779c0994caf18bae110226c8b91f196cd928d912,True,False,False,,,no fixed-duty transition 337->382;adaptive_sensitivity_not_run_scale_gt5,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k30_s2,30,2,13403,14,acdfe96bd49508fe4f9ffb6138439fa7e0a2ffbd97cb6973179a6b73869a6c67,4a1b851c743ecb23dfac34686192ea00bce82f719341df599765f48c79296488,True,False,False,,,no fixed-duty transition 369->424;adaptive_sensitivity_not_run_scale_gt5,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k30_s2,30,2,13404,17,acdfe96bd49508fe4f9ffb6138439fa7e0a2ffbd97cb6973179a6b73869a6c67,d0a70aff5e47cb3e0cfa93a1f8cee017de70d0aa434e45d5a482b1fbdd95716a,True,False,False,,,no fixed-duty transition 268->304;adaptive_sensitivity_not_run_scale_gt5,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k30_s2,30,2,13406,14,acdfe96bd49508fe4f9ffb6138439fa7e0a2ffbd97cb6973179a6b73869a6c67,352e0d8eca2de5341bc7e7e2b00acad7851d2b5eebf64bb4cfeaf610652c5b88,True,True,True,15.0,10,,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k30_s2,30,2,13407,17,acdfe96bd49508fe4f9ffb6138439fa7e0a2ffbd97cb6973179a6b73869a6c67,bb2c6104f753e4d92fa6e025a521e375f9d6f275e66a3a72de47e505d57616bf,True,False,False,,,no fixed-duty transition 530->560;adaptive_sensitivity_not_run_scale_gt5,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k30_s2,30,2,13408,11,acdfe96bd49508fe4f9ffb6138439fa7e0a2ffbd97cb6973179a6b73869a6c67,088748acfa33d194fa44e6809e6bf829b4230475cb2988ba9e708ce0bf18a874,True,False,False,,,no fixed-duty transition 221->249;adaptive_sensitivity_not_run_scale_gt5,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k30_s2,30,2,13409,17,acdfe96bd49508fe4f9ffb6138439fa7e0a2ffbd97cb6973179a6b73869a6c67,358186f5a23fd98a2776d654e119a1f8c65799300b8b5aeab80377c08a55eb32,True,False,False,,,no fixed-duty transition 227->255;adaptive_sensitivity_not_run_scale_gt5,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k30_s2,30,2,13411,14,acdfe96bd49508fe4f9ffb6138439fa7e0a2ffbd97cb6973179a6b73869a6c67,2fbf856bd5955eb8ce2bbad32f135400ec9dbc46d755cc471555eccd46aab39b,True,False,False,,,no fixed-duty transition 302->340;adaptive_sensitivity_not_run_scale_gt5,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k30_s2,30,2,13412,15,acdfe96bd49508fe4f9ffb6138439fa7e0a2ffbd97cb6973179a6b73869a6c67,5108808dce1a46f649b30388164c5110618d6ffa14ba372b9fbb88e0fc475898,True,True,True,15.0,10,,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k30_s2,30,2,13413,15,acdfe96bd49508fe4f9ffb6138439fa7e0a2ffbd97cb6973179a6b73869a6c67,475dc16737406cb49efbc199851c630d344fdf797b99e84b6d7c777a0c0e72d5,True,False,False,,,no fixed-duty transition 282->319;adaptive_sensitivity_not_run_scale_gt5,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k30_s2,30,2,13414,12,acdfe96bd49508fe4f9ffb6138439fa7e0a2ffbd97cb6973179a6b73869a6c67,b591009977b72b269bc6f903f4e58b8a376efb8646da5212e6c9845829ec2862,True,True,True,15.0,10,,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k30_s3,30,3,13301,36,5cde49cc325a3dc2672334a3bd292ed154942082b8c864e187e5522d65db3cbb,7987d941cd051a7d32a09d65a210b82201e16d3e98ee40c6b9123449ed4fab1d,True,False,False,,,no fixed-duty transition 403->421;adaptive_sensitivity_not_run_scale_gt5,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k30_s3,30,3,13304,37,5cde49cc325a3dc2672334a3bd292ed154942082b8c864e187e5522d65db3cbb,eb3931d1e3fa96f1ca4a74b832443b86ea33e4523a946f4715a8778bf6c6217c,True,False,False,,,no fixed-duty transition 549->553;adaptive_sensitivity_not_run_scale_gt5,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k30_s3,30,3,13306,30,5cde49cc325a3dc2672334a3bd292ed154942082b8c864e187e5522d65db3cbb,5d3fbd1bf00c639d98bc0194e24f6166a31ad823fb44602e8ba407669ab2d2d2,True,False,False,,,no fixed-duty transition 170->184;adaptive_sensitivity_not_run_scale_gt5,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k30_s3,30,3,13307,15,5cde49cc325a3dc2672334a3bd292ed154942082b8c864e187e5522d65db3cbb,88cc8916a79c7e530872d2076ca8636351b6cde70cf104896590df82c959c451,True,True,True,15.0,10,,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k30_s3,30,3,13309,22,5cde49cc325a3dc2672334a3bd292ed154942082b8c864e187e5522d65db3cbb,d1d03c5f788c10f4a8d78a5647fd277f90a3594006fbe250eca27867565655a4,True,True,True,15.0,10,,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k30_s3,30,3,13310,24,5cde49cc325a3dc2672334a3bd292ed154942082b8c864e187e5522d65db3cbb,dcfe4d18847b249928320cf3a081c134eed6730aed99fa38fc738ff43225c583,True,False,False,,,no fixed-duty transition 239->250;adaptive_sensitivity_not_run_scale_gt5,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k30_s3,30,3,13311,14,5cde49cc325a3dc2672334a3bd292ed154942082b8c864e187e5522d65db3cbb,93eb9b821c357d7c7aa435b98735aa2f7255989c32462fcae9f55cefc97eeb92,True,True,True,15.0,10,,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k30_s3,30,3,13313,37,5cde49cc325a3dc2672334a3bd292ed154942082b8c864e187e5522d65db3cbb,70081a1801675760397f7d8f930f77f0e47842b44f4e5a39444cb289f42f1fb1,True,False,False,,,no fixed-duty transition 245->254;adaptive_sensitivity_not_run_scale_gt5,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k30_s3,30,3,13314,16,5cde49cc325a3dc2672334a3bd292ed154942082b8c864e187e5522d65db3cbb,48581e901c871d42412b2f3a3cc1189b831a3f0997a72b01203c9ba6560678b0,True,False,False,,,no fixed-duty transition 417->441;adaptive_sensitivity_not_run_scale_gt5,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k30_s3,30,3,13315,31,5cde49cc325a3dc2672334a3bd292ed154942082b8c864e187e5522d65db3cbb,ea62524e437aa09f55fdb5145d553719c277ffd365c2a6c0f6a239cc255dd85a,True,False,False,,,no fixed-duty transition 193->199;adaptive_sensitivity_not_run_scale_gt5,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k30_s3,30,3,13316uwt,21,5cde49cc325a3dc2672334a3bd292ed154942082b8c864e187e5522d65db3cbb,4dcd4a0648f081669dcbfb4fe995edb34da35e9d0d3f5fb57b1501dd8cf81b21,True,False,False,,,no fixed-duty transition 406->428;adaptive_sensitivity_not_run_scale_gt5,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k30_s3,30,3,13317,37,5cde49cc325a3dc2672334a3bd292ed154942082b8c864e187e5522d65db3cbb,9227b81028d9e24dade2a5fcc5ec44283e47673ad7ec148dfd961f55d067afbc,True,False,False,,,no fixed-duty transition 227->241;adaptive_sensitivity_not_run_scale_gt5,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k30_s3,30,3,13318,33,5cde49cc325a3dc2672334a3bd292ed154942082b8c864e187e5522d65db3cbb,504a5e997600b0a554fbe023a89ac8f3978a8b9c5afce521c8fcec8029b08640,True,False,False,,,no fixed-duty transition 444->467;adaptive_sensitivity_not_run_scale_gt5,1,True,evsp-dr-trip-identity-v1
